American Samoa,ASM,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,87.82814266,84.94608609,87.45816249,93.50060297,95.57932797,90.34010714,86.57626639,88.29181948,90.40208955,86.98847254,84.10116066,85.00687656,89.48536827,91.81880091,95.12330023,90.02096866,97.93814182,95.72448799,83.19903252,93.59784171,90.77715405,88.28850771,87.31320083,88.49651561,83.6776286,82.40814714,83.63253228,80.13176364
Austria,AUT,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,85.26685467,93.91160578,96.43460591,111.6996318,108.7530859,91.42817617,94.47022549,103.1144148,115.0766448,81.0209447,93.46912684,85.80611,84.35348574,97.1849439,89.45586933,99.8667944,104.6830788,102.7123823,90.7389049,98.48580389,103.9547455,97.11183562,107.1788285,93.98596248,90.58621378,84.3337687,81.42937043,101.6244074
Azerbaijan,AZE,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,104.2020241,95.41509348,90.67028927,87.57828132,88.81893915,90.06783777,92.16132155,92.33284987,92.18591813,91.68815958,88.86406046,86.24678726,81.62981116,82.69753604,82.74174009,76.398592,60.1737222,52.54999722,121.1139559,91.54754867,107.1595472,133.5066481,137.2667091,137.946782,138.0855358,136.8651489,137.9441415,127.1706178
Burundi,BDI,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,51.24035162,52.55982207,56.12712301,54.32864783,54.4702362,57.12566244,55.07699095,53.90677914,53.7941567,52.99637079,52.51736503,52.91128618,52.14024386,51.7502181,49.95561266,47.65022517,44.77575141,44.04499633,46.74915609,47.36135896,47.04958465,46.79780197,46.86629555,45.97202268,45.31540092,45.41328432,43.57909868,43.44811004
Belgium,BEL,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,156.6097752,135.2133908,113.7288846,113.8528805,120.4390006,141.4253487,146.1163135,126.3356739,99.13579784,141.4116479,116.4820704,94.77882004,87.36049924,124.0611474,105.3184396,120.2337764,122.2619981,108.0465019,104.7277133,99.74140371,100.085351,92.33250113,90.96716348,93.10244722,84.2173874,83.53525963,89.26819449,91.38438867
Benin,BEN,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,29.44942453,30.58026193,35.12590852,35.97440861,41.61073953,41.94630902,46.07165295,47.63805792,54.63035332,54.64926943,57.02168002,57.37392824,68.07760609,80.01686419,86.99924888,100.4815347,111.4065193,121.7191096,154.3160569,186.3846604,114.5222454,113.7497576,115.2082079,113.1442817,110.9248884,112.2655799,110.7457644,110.0972256
Burkina Faso,BFA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,118.1926752,114.6636442,116.8727268,116.1979324,118.0673795,119.763902,119.0972178,120.4025341,122.4419994,119.8332792,123.4342745,127.0536288,133.0596159,132.7937474,139.4362822,140.7620049,147.4304633,158.9890751,166.0272656,179.3544187,188.3518667,202.0876761,219.7517296,239.2857184,233.2982666,235.8068787,237.3670588,232.1744158
Bangladesh,BGD,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,89.71060721,88.17725301,85.72586991,83.18722793,81.93213518,81.33433476,88.13698421,94.61996877,101.1623959,109.5994932,106.8105888,98.56639495,88.97718817,126.7822994,173.3342142,208.9870471,193.4242614,174.7869011,157.0982295,129.9899039,123.6662852,116.8548753,110.953886,121.3612901,133.1820471,146.1192798,162.204569,156.0913617
Bulgaria,BGR,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,78.18821104,78.24253728,78.65724559,79.75790607,81.42319533,81.31247452,81.82897392,79.35265561,85.0877234,82.56268756,83.91926204,81.11165663,82.06093826,95.33864068,90.40594001,107.7013175,110.460193,83.26218097,77.78720898,86.57906121,90.86333338,88.09628375,84.98874895,99.80257507,104.7939704,97.09278656,93.97007463,83.94881663
Bahrain,BHR,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,525.531893,540.6285139,587.0859192,533.815176,450.068955,461.9477382,489.1918603,520.7427074,572.5434838,622.222248,622.1281553,551.0292618,613.3563818,712.7781449,774.2198019,877.5795169,1017.207227,1001.118844,582.8354673,488.1115996,517.765488,499.5085062,531.2750691,564.9130565,550.6385125,570.0795041,613.9029006,612.2966726
"Bahamas, The",BHS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,119.6244288,132.2904414,127.7424695,127.967195,131.0419841,165.527185,180.711321,217.1769866,210.2171247,156.1520578,112.4781532,126.2010337,143.5966285,141.7916041,144.1311007,125.5312237,131.8508395,141.0755926,134.6932537,125.8444983,119.389164,110.7792426,116.5784189,132.0541335,142.7063893,161.9579095,166.9952368,158.7733413
Bosnia and Herzegovina,BIH,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,121.494911,121.2110311,120.4737454,120.6586156,121.1131975,123.1890366,122.664818,120.1333711,117.9448787,116.3892685,114.8955299,114.2314511,113.4689931,112.6402285,111.090659,109.912394,114.2130553,116.2958537,112.5407914,110.8070322,105.7627816,100.7684617,96.4786063,106.8590294,112.0232153,111.5836271,117.3014975,116.8512798
Belarus,BLR,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,21.87948318,55.4657036,71.73183487,77.30840033,80.67485079,85.65990695,83.99220022,82.30438979,80.46330321,79.66202298,79.01168947,78.37987509,77.83495168,77.59052415,76.70403837,75.2545533,73.67496517,72.54981357,71.3795588,71.26427229,71.44573746,70.3050538,69.60006292,69.11116439,67.9927783,67.09590801,64.73054957,66.78165011
Belize,BLZ,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,205.6768963,183.2332464,180.5344777,171.4104569,177.3177929,160.0587434,216.7193491,192.715092,210.8619829,230.0375057,236.0456181,188.7343664,195.2873762,199.5907825,204.0501534,209.0497648,191.8912146,204.1830555,195.1293392,193.7078951,197.8774268,200.1125645,224.6741089,240.154988,249.190967,259.7697941,325.90515,283.4033207
Bermuda,BMU,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,155.8149262,150.2539112,150.1043811,154.6057524,156.4292247,156.8294945,159.3562877,163.5006891,153.5938607,152.3709528,153.0139089,154.0054729,155.0636102,158.2505668,163.0682871,166.1072435,171.2582679,173.7212496,141.2925951,143.802597,153.3602526,180.0239255,107.6669876,229.4370843,149.3090824,165.6159746,135.556915,152.6591455
Brazil,BRA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,146.1514731,147.97041,142.7012106,149.3272154,150.0404107,157.3992423,158.5470789,163.8207688,155.8900022,155.1655077,151.8409253,154.2839898,160.1288068,162.7595838,160.304163,166.0249995,167.3445952,170.0687071,166.0766955,164.3674625,162.2909077,151.078581,147.127311,142.4869402,141.322701,130.8452868,129.4713481,126.5093083
Barbados,BRB,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,125.0666,126.587222,116.0369444,138.355433,125.5477841,126.3170562,131.3609102,145.6122991,148.9274664,132.6263081,124.8472535,124.5030238,117.4904018,111.7873308,130.0810816,118.1663842,121.1393534,126.1878237,98.1959058,95.67345532,126.6175939,120.1921591,115.4429457,131.7586175,100.4911438,113.3121085,114.3682664,112.0373179
Brunei Darussalam,BRN,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,136.2564786,140.0163005,135.9203761,132.3949455,138.1377705,138.3122125,130.0459087,123.2808859,126.0904797,129.6049312,130.2537648,131.8789358,132.3710763,127.9403214,123.6983004,128.6853865,131.116296,123.3274598,118.1689124,121.0798072,126.1168981,123.2844431,116.3850709,112.5240323,108.3398311,104.0211046,99.60297774,103.9775879
Bhutan,BTN,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,76.93991415,74.49149244,72.48361274,75.2483148,77.3919767,81.29496656,78.86682674,79.91871658,102.3765192,133.2934638,178.4776859,169.5480477,157.9951754,130.9233991,88.38981356,107.0694984,115.6237988,131.7458617,135.7598291,142.7071483,165.3381163,97.96294269,108.3624087,114.8077476,144.514218,147.7018022,149.9999937,148.3955201
Botswana,BWA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,162.2263528,147.7852029,136.7533248,126.051242,126.2071676,125.7423083,126.9533876,128.0606216,122.2281597,117.5658016,139.2318685,134.1134114,128.7753569,130.6620162,132.874629,137.0764209,144.9104534,151.4315216,153.241513,146.0883774,148.3081521,147.196382,148.1403621,147.4264509,144.999995,145.3356105,146.3048455,143.8557234
Central African Republic,CAF,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,113.4107857,113.0043707,113.1803061,113.866968,114.1577183,111.7893279,113.2204122,113.3769322,113.9563478,113.3936112,113.2774678,113.497022,112.3822416,112.8407079,112.9320654,112.6143539,112.1425441,112.5306928,113.5820436,114.1957466,113.6680966,114.6333121,111.6344856,115.0205159,113.9098139,113.3656244,112.8743925,112.3275084
Canada,CAN,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,69.5781301,73.36813288,73.18844019,76.36576472,80.66866873,81.63059819,89.21998634,82.14479859,82.80258892,82.26622041,76.49696141,76.07593088,76.84986179,78.9498293,75.0478256,80.9824078,82.01567674,77.75467168,66.94413923,72.61413366,77.00211319,79.18790621,80.4845944,79.49642835,74.83183353,76.27542584,74.68879316,77.89684921
Central Europe and the Baltics,CEB,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,100.7280126,103.1524286,110.6647272,108.7629269,109.4017193,115.3646862,113.1895241,106.5411063,98.42204367,96.03199979,99.06154386,100.0018441,106.1310452,98.1703607,100.311396,107.592865,109.3568535,113.1128293,97.05606204,102.1180857,106.2219471,107.0799359,108.4649327,107.1474093,104.579528,104.349674,105.9166352,106.1740703
Switzerland,CHE,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,116.1585371,88.78445766,85.16795111,120.7157378,102.9970173,78.96557689,49.78808424,161.779111,88.20920776,70.92381487,95.32336474,55.01822328,105.0990808,91.50074581,107.3066921,94.25970412,107.0754031,110.8689124,112.6506012,111.5735394,105.0899396,92.79990848,100.7707396,99.25702197,91.05709326,95.98627974,97.88567421,95.46631057
Channel Islands,CHI,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,93.03622898,93.21555672,95.74303305,96.37237994,98.688545,98.72247798,100.030385,100.4674295,98.83617867,100.4376398,100.3878973,97.78212341,98.99707914,101.0855568,101.7415688,101.751777,102.9809732,99.64258284,92.3934255,92.97980094,99.87082756,98.31274257,96.73557475,97.40860741,98.08320006,97.95030653,98.25151392,98.7362511
Chile,CHL,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,126.0562657,133.3803174,116.002399,126.1465148,120.0244191,160.4484284,165.9304681,152.4366453,144.5191618,148.4206435,136.2303329,141.1008073,153.8581753,155.4842254,162.7333277,150.5556675,148.5745975,148.0801316,132.7428401,126.6188727,135.2750874,130.9358242,134.1577731,133.950743,129.209456,120.5313132,115.2296104,120.5921056
China,CHN,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,76.19332106,76.57109041,76.93631384,77.31796076,77.64564044,77.95660446,78.2369897,78.48427456,78.70623275,78.88543664,78.99619756,79.07493017,79.15128969,79.24689068,79.38455689,79.54633638,79.72746592,79.91704352,80.13113471,80.36861026,80.60444483,80.78940905,81.00612054,81.18376885,81.3488627,81.48434959,81.50571551,81.20411415
Cote d'Ivoire,CIV,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,86.89088075,86.99153817,87.10861234,87.86334119,91.14528229,93.344948,93.65220716,92.79886242,90.66985582,88.33906122,88.21034599,87.70039606,87.93995401,88.85205134,90.02198413,89.8751111,90.33984783,91.04404338,91.04082844,91.35277383,88.52189444,92.30769583,142.4972258,153.1320346,166.2184909,181.4867724,181.3038736,160.1664307
Cameroon,CMR,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,67.85987071,68.56006839,68.96202914,69.23842101,71.08923294,72.85048848,75.33906933,77.36196994,79.20164719,81.54335918,84.21530822,89.2989592,94.46104525,101.5986299,105.2321953,111.5451203,121.4009707,129.3660452,136.0016601,144.1816089,136.834295,129.713975,123.3830852,117.9051028,117.4817673,116.6396868,115.0505952,118.1561645
"Congo, Dem. Rep.",COD,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,61.40670439,65.18227019,62.89800638,61.34180528,61.62553119,65.04281462,70.06829653,71.1065563,62.03405608,61.14688771,59.47304265,59.28052943,59.59502928,58.81604307,58.09709968,57.98214061,57.19612352,56.66208628,60.19336435,60.75168204,60.1681542,61.02568537,61.20738966,61.42755818,60.78963061,59.50588315,58.9671218,59.92732457
"Congo, Rep.",COG,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,93.97922977,94.27408553,94.02463562,94.07949203,94.05291939,95.31644656,93.78992233,94.06831483,93.5408462,94.18654503,95.19258812,94.49969426,94.02355119,93.74526334,94.97138052,97.98166611,99.56468302,101.3795144,105.9754925,101.9672962,97.44076635,93.45209313,93.64164652,95.98445567,95.6203396,93.37333408,90.12586383,92.67119743
Colombia,COL,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,166.3100591,174.4759942,194.5918758,225.9568281,165.7606981,150.1488506,148.2315116,141.2933221,134.8333703,143.0912357,156.3703166,155.3174955,161.6588977,162.0931295,170.5494522,166.4563961,162.2178642,165.3546831,168.321428,167.1809172,165.2826918,170.4182659,175.6349071,164.7737709,183.127179,169.5293856,171.2122373,162.7477108
Comoros,COM,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,76.58872577,80.23354593,77.75725945,79.47606333,80.11108605,76.93985777,78.5207944,77.75410012,77.84753903,78.02872792,78.09627381,78.23708794,77.84827008,77.65130944,77.73957112,76.50352383,76.63043643,77.21438178,77.51541931,78.24091764,78.03260207,78.37992799,79.10534491,78.24609317,78.15854265,78.68952617,78.16708888,78.156815
Cabo Verde,CPV,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,102.9268644,104.7156852,107.8832409,109.9361575,110.1619401,110.2803189,110.7103233,110.8576672,112.734502,112.0653044,110.9563559,111.0599788,111.52629,112.0609618,111.7199638,113.1167058,115.4983754,114.2474062,109.933121,108.7567672,110.1868093,108.8903274,107.5600206,107.7415667,107.9632913,109.065615,110.0917808,110.2261843
Costa Rica,CRI,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,130.657514,138.0279638,126.020143,159.3597431,123.0167465,158.9424164,156.9735365,179.8447099,132.6786754,150.4415537,130.3054879,135.876209,132.215463,144.6601903,179.068983,179.9598077,176.9451733,124.4823853,132.7560741,136.946996,162.3726912,143.8291782,138.3692889,141.9098371,135.4717114,158.433548,144.7130848,146.7270285
Caribbean small states,CSS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,169.8663956,169.7181551,159.9303744,163.2100122,155.5199262,166.5755786,169.5670621,177.27601,169.2372389,163.2374531,155.5238165,151.4400404,157.5685355,161.0509925,167.2652553,168.7265765,181.475401,166.6110114,157.9472745,165.3456244,171.2932782,158.5042356,160.1269871,178.7896736,156.0141713,150.3915579,158.8987381,158.2151676
Cuba,CUB,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,151.4031815,152.5925943,151.3801831,149.5937673,150.1405207,156.6384461,147.2201689,134.6956831,140.1204066,136.0389223,120.5040883,119.5462702,129.6437086,97.73908185,91.86074454,94.6379356,83.98268548,105.136135,99.18102778,87.22309225,88.807814,82.90464049,86.57537594,96.05091514,87.73482435,88.1853907,90.25910368,90.51724339
Curacao,CUW,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,130.0072267,132.4031778,138.4757628,141.1786082,158.4257774,160.4495026,159.6608345,171.2094896,181.8364043,205.9091589,176.4553137,101.585329,101.0591426,125.2586344,117.8621905,128.4600818,92.80480599,113.9636848,104.4587474,109.1619845,94.45272463,93.76606974,91.06420698,93.37110723,91.31499955,122.913591,86.42829874,59.52786722
Czech Republic,CZE,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,82.49158523,103.8118432,151.6500874,125.4598877,121.5804157,129.7693323,106.8888911,138.2432243,105.4080855,95.72524951,99.98144667,96.74607364,109.0869327,84.13592791,98.36488652,112.2338891,103.4287807,100.8011309,100.4024473,101.2540392,99.14996285,95.79679632,104.409627,113.7085504,127.5828582,115.1561074,118.4292487,113.5085333
Germany,DEU,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,112.7090896,120.3557697,100.8767327,89.29897301,94.05007371,82.4682104,76.69797575,78.83460458,78.29174366,78.52391532,71.23593561,65.33731379,59.03410823,66.56017366,83.49197081,84.89826153,87.74362254,90.43005747,78.5484918,81.90805131,84.61789542,83.92816107,83.67202256,84.44844235,82.06852682,77.82448432,75.82994288,73.46910896
Djibouti,DJI,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,92.85472663,92.85748752,91.78636724,92.10082888,92.42306937,92.61041682,93.75403488,95.12917669,96.30212987,96.805138,96.88248346,98.10561989,99.24130206,99.77837355,100.4253387,102.3812992,104.0165244,105.0476873,103.5628941,102.6574902,104.8113639,105.3400071,106.527664,106.7762087,108.8650036,108.980365,108.4147775,108.0066187
Dominica,DMA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,115.1385149,103.7267066,101.8985599,100.1377269,158.2694346,138.1556922,148.879808,114.4670031,112.3050568,107.4923075,126.8118898,59.39109366,84.69976303,83.72728425,99.44342087,94.75954695,97.02592666,117.3411187,77.63078543,73.14139601,81.22281958,91.55217212,83.03735265,83.76594938,87.00217578,83.78148947,93.80780333,75.51235333
Dominican Republic,DOM,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,226.4986315,240.8939524,243.2618763,237.7385545,237.4453033,240.7644019,245.1293646,250.0494402,246.9869285,246.8023816,233.6807086,212.9039253,187.0786372,236.7184859,171.3310588,245.4885238,227.8679103,251.9300427,243.0950826,195.6841561,177.8193699,166.9724746,226.9721259,224.7917008,199.6802529,221.3009177,200.3615113,207.7846876
Algeria,DZA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,65.90620146,68.95346723,71.61434722,75.04224162,79.81006243,85.24823014,89.93863416,91.20344622,91.84488149,91.85393513,94.79671128,97.80314984,101.5889103,98.41793446,112.4738701,129.5277573,141.4697629,160.8383029,180.9652604,197.8089365,178.5160208,156.7083385,183.0656159,173.003053,168.1965772,196.1112866,170.7727603,172.8843926
East Asia & Pacific (excluding high income),EAP,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,85.18904623,83.75312583,85.76632371,87.52657222,89.82847201,90.66791316,89.91689746,88.81497753,89.58612729,88.37649911,92.48182645,91.38142925,92.01010885,92.38218925,92.453095,91.48527189,90.93175728,90.29370297,90.52941717,91.54252342,92.86805969,91.75290321,92.98790659,93.53947559,93.78830059,93.8602218,94.53017649,94.65088619
Early-demographic dividend,EAR,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,100.3506893,97.99893323,100.5405831,102.5245101,106.723211,106.8085217,108.9096084,106.5062506,109.7705758,107.2211052,110.0726862,109.9497699,113.8476768,125.5663786,130.3499334,133.5675088,133.1311086,134.7921484,127.4913133,130.3603557,128.9241098,128.5485782,127.4021749,130.075485,135.6109183,135.9857463,137.1930804,136.2443932
East Asia & Pacific,EAS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,84.98297754,83.92022383,86.55589245,88.0405813,90.07719476,90.22809488,89.95435924,88.19137643,88.84997524,87.43697313,91.31225183,90.46259486,90.9940586,91.51132024,91.52912982,90.96411446,90.39856668,89.93937076,90.01024053,91.05834981,92.12802564,91.74856159,92.86441472,92.93745675,93.49044641,93.58413796,94.74713251,94.39700804
Europe & Central Asia (excluding high income),ECA,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,94.30021156,94.29424416,97.4779198,97.69419667,99.41480538,101.7368471,104.4994475,98.85357167,102.2791327,101.5475,101.286583,102.8514253,103.3970059,105.4490756,106.5569653,104.8370394,99.498992,105.2583822,101.7902777,103.2531272,106.7203872,110.2495615,110.5670674,108.9612332,114.9373855,113.9801062,115.8878811,113.0171907
Europe & Central Asia,ECS,Ratio of female to male youth unemployment rate (% ages 15-24) (modeled ILO estimate),SL.UEM.1524.FM.ZS,,107.0392043,105.4408555,103.4595781,101.3940519,106.0186132,105.8483464,107.9122246,105.1585753,106.3472782,106.4624803,105.3134055,103.6786131,102.8730977,104.4304114,106.1323598,106.7024091,104.0666657,105.0022283,97.73710468,99.71574538,102.4621451,102.9277418,103.3622033,101.796555,103.9062208,102.7565848,104.1733879,103.3978345
