Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1995 [YR1995],2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2016 [YR2016],2017 [YR2017]
Iceland,ISL,Forest area (% of land area),AG.LND.FRST.ZS,0.160598508,0.223940157,0.287281788,0.364089776,0.42593517,0.490773075,0.503740648,..
Iceland,ISL,Agricultural land (% of land area),AG.LND.AGRI.ZS,18.96259352,18.94264339,18.84289277,18.77306733,18.69326683,18.67331671,18.67331671,..
India,IND,Forest area (% of land area),AG.LND.FRST.ZS,21.50518467,21.74919867,21.99321268,22.77318301,23.47310465,23.77311911,23.83312147,..
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.01628218,60.85887548,60.86896566,60.58341377,60.39741826,60.44719645,60.44719645,..
Indonesia,IDN,Forest area (% of land area),AG.LND.FRST.ZS,65.43771425,60.15610769,54.87450112,54.01778568,52.12716042,50.23819118,49.8603982,..
Indonesia,IDN,Agricultural land (% of land area),AG.LND.AGRI.ZS,24.88614848,23.72417295,26.04205192,28.61937435,30.69161004,31.46442036,31.46442036,..
"Iran, Islamic Rep.",IRN,Forest area (% of land area),AG.LND.FRST.ZS,5.572373812,5.648996999,5.725619586,6.564491066,6.564491066,6.564491066,6.564491066,..
"Iran, Islamic Rep.",IRN,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.75878582,39.42140033,38.608512,29.24371915,28.57351509,28.21410153,28.21410153,..
Iraq,IRQ,Forest area (% of land area),AG.LND.FRST.ZS,1.838260512,1.854265267,1.870270023,1.886274779,1.89952109,1.90036115,1.90036115,..
Iraq,IRQ,Agricultural land (% of land area),AG.LND.AGRI.ZS,21.10341359,20.80618241,18.97706747,21.46923657,18.92613741,21.42225296,21.42225296,..
Ireland,IRL,Forest area (% of land area),AG.LND.FRST.ZS,6.749891131,7.983451596,9.216867647,10.08622481,10.53316889,10.94527536,11.02772554,..
Ireland,IRL,Agricultural land (% of land area),AG.LND.AGRI.ZS,82.00029032,63.71026274,64.04412832,62.44737988,66.30860793,64.30541443,64.53766875,..
Isle of Man,IMN,Forest area (% of land area),AG.LND.FRST.ZS,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,6.070175506,..
Isle of Man,IMN,Agricultural land (% of land area),AG.LND.AGRI.ZS,69.47368153,73.15789608,76.84210392,80.89473791,76.10526503,70.87719566,69.82456007,..
Israel,ISR,Forest area (% of land area),AG.LND.FRST.ZS,6.099815157,6.585027726,7.070240296,7.162661738,7.116451017,7.624768946,7.726432391,..
Israel,ISR,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.75600739,26.47874307,26.15526802,23.7754159,23.31330869,24.67190501,24.58410351,..
Italy,ITA,Forest area (% of land area),AG.LND.FRST.ZS,25.80667097,27.13100541,28.45533984,29.77833685,30.69286734,31.60739784,31.79030327,..
Italy,ITA,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.25748869,52.13355547,53.16718235,50.09859251,48.71081731,44.00965527,43.23451418,..
Jamaica,JAM,Forest area (% of land area),AG.LND.FRST.ZS,31.8190218,31.64819945,31.47737709,31.32040741,31.12650103,30.95106299,30.91597482,..
Jamaica,JAM,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.95198523,45.8910434,44.22899354,43.1209603,40.99722992,40.99722992,40.99722992,..
Japan,JPN,Forest area (% of land area),AG.LND.FRST.ZS,68.43115743,68.32967636,68.24691358,68.40877915,68.48443286,68.46061005,68.45622227,..
Japan,JPN,Agricultural land (% of land area),AG.LND.AGRI.ZS,15.61437191,14.92868897,14.42524005,12.87242798,12.59909477,12.33267501,12.26409919,..
Jordan,JOR,Forest area (% of land area),AG.LND.FRST.ZS,1.10494107,1.10494107,1.10494107,1.10494107,1.09822032,1.09822032,1.09822032,..
Jordan,JOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,11.78830407,12.62466002,12.11468722,11.4800544,11.28970475,11.89795054,12.00675784,..
Kazakhstan,KAZ,Forest area (% of land area),AG.LND.FRST.ZS,1.267548246,1.256991518,1.246434789,1.236063266,1.225691744,1.225691744,1.225691744,..
Kazakhstan,KAZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,80.44838315,79.78416005,78.63318146,80.43923283,80.37633811,80.37633811,..
Kenya,KEN,Forest area (% of land area),AG.LND.FRST.ZS,8.300242471,7.275011421,6.24978037,7.110728468,7.432266226,7.753803985,7.818111708,..
Kenya,KEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,47.03587869,47.82303124,46.86193204,47.44351126,48.00224901,48.54693046,48.54693046,..
Kiribati,KIR,Forest area (% of land area),AG.LND.FRST.ZS,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,14.99999953,..
Kiribati,KIR,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.14814815,45.67901235,41.97530864,41.97530864,41.97530864,41.97530864,41.97530864,..
"Korea, Dem. People’s Rep.",PRK,Forest area (% of land area),AG.LND.FRST.ZS,68.10896105,62.84361764,57.57827423,52.31293082,47.05589237,41.782244,40.72751433,..
"Korea, Dem. People’s Rep.",PRK,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.91188439,22.00813886,21.17764305,21.59289096,22.2572876,21.8420397,21.8420397,..
"Korea, Rep.",KOR,Forest area (% of land area),AG.LND.FRST.ZS,66.03773585,65.6126892,65.18764255,64.58440888,64.01234568,63.46143979,63.35483649,..
"Korea, Rep.",KOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,22.58967448,21.23159859,20.45407423,19.42178627,18.24074074,17.81517779,17.44607064,..
Kosovo,XKX,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..
Kosovo,XKX,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
Kuwait,KWT,Forest area (% of land area),AG.LND.FRST.ZS,0.193602696,0.232884405,0.2721661,0.311447822,0.350729517,0.350729517,0.350729517,..
Kuwait,KWT,Agricultural land (% of land area),AG.LND.AGRI.ZS,7.912457912,7.968574635,8.305274972,8.417508418,8.529741863,8.383838041,8.417508418,..
Kyrgyz Republic,KGZ,Forest area (% of land area),AG.LND.FRST.ZS,4.358706986,4.417883084,4.474973868,4.532325275,3.529718457,3.321167883,3.279457769,..
Kyrgyz Republic,KGZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,54.42648592,55.86027112,56.02189781,55.32794781,55.04171011,54.95828989,..
Lao PDR,LAO,Forest area (% of land area),AG.LND.FRST.ZS,76.45104155,74.02707634,71.60307727,73.09233508,77.19047031,81.28860553,82.10823257,..
Lao PDR,LAO,Agricultural land (% of land area),AG.LND.AGRI.ZS,7.19237435,7.365684575,7.824956672,8.600519931,9.618717504,10.26429809,10.26429809,..
Latvia,LVA,Forest area (% of land area),AG.LND.FRST.ZS,51.01614252,51.56280066,52.1094596,53.00983903,53.88817481,53.97233837,53.97876974,..
Latvia,LVA,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,29.45526997,25.53218816,27.87960597,29.00064267,30.30717272,31.05500161,..
Lebanon,LBN,Forest area (% of land area),AG.LND.FRST.ZS,12.8054741,12.8054741,12.8054741,13.3431085,13.38220859,13.42131017,13.42913049,..
Lebanon,LBN,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.13978495,59.53079179,58.16226784,63.83186706,62.56109482,64.32062561,64.32062561,..
Lesotho,LSO,Forest area (% of land area),AG.LND.FRST.ZS,1.317523057,1.350461133,1.383399209,1.416337286,1.449275362,1.613965744,1.646903821,..
Lesotho,LSO,Agricultural land (% of land area),AG.LND.AGRI.ZS,76.44927536,76.54808959,76.87747036,76.64690382,76.61396574,73.25428195,77.63504611,..
Liberia,LBR,Forest area (% of land area),AG.LND.FRST.ZS,51.17317276,49.61586379,48.05855482,46.50124585,44.94393688,43.38662791,43.07516611,..
Liberia,LBR,Agricultural land (% of land area),AG.LND.AGRI.ZS,25.88247508,25.9551495,27.09717608,27.14908638,27.61627907,28.03156146,28.03156146,..
Libya,LBY,Forest area (% of land area),AG.LND.FRST.ZS,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,0.123327688,..
Libya,LBY,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.783545699,8.817645521,8.780704048,8.743762574,8.724439342,8.723871012,8.723871012,..
Liechtenstein,LIE,Forest area (% of land area),AG.LND.FRST.ZS,40.625,41.87499881,43.1250006,43.1250006,43.1250006,43.1250006,43.1250006,..
Liechtenstein,LIE,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75,43.75,43.75,43.1250006,39.37500119,32.24999905,32.24999905,..
Lithuania,LTU,Forest area (% of land area),AG.LND.FRST.ZS,31.03063178,31.62890874,32.22718571,33.83854499,34.62305544,34.79648843,34.83285866,..
Lithuania,LTU,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,54.40331844,54.53095086,45.26164646,44.23294853,47.97924824,47.15526021,..
Luxembourg,LUX,Forest area (% of land area),AG.LND.FRST.ZS,..,..,35.67901109,35.67901109,35.67901109,35.67901109,35.67901109,..
Luxembourg,LUX,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,52.67489712,53.08641975,53.92592316,54.02057789,53.71193591,..
"Macao SAR, China",MAC,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..
"Macao SAR, China",MAC,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
Madagascar,MDG,Forest area (% of land area),AG.LND.FRST.ZS,23.54438216,22.96918527,22.39398838,22.07586752,21.58578946,21.43863871,21.41113785,..
Madagascar,MDG,Agricultural land (% of land area),AG.LND.AGRI.ZS,62.46345909,62.72999278,69.6426729,70.31846477,71.18169,71.18425576,71.18425576,..
Malawi,MWI,Forest area (% of land area),AG.LND.FRST.ZS,41.32371659,39.57891387,37.83411116,36.08400509,34.33389902,33.37929571,33.18837505,..
Malawi,MWI,Agricultural land (% of land area),AG.LND.AGRI.ZS,44.7390751,45.39669071,50.16970725,54.9427238,60.29910904,61.4128129,61.4128129,..
Malaysia,MYS,Forest area (% of land area),AG.LND.FRST.ZS,68.10531122,66.91066809,65.71602496,63.58240755,67.33830467,67.55440572,67.59762355,..
Malaysia,MYS,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.5649067,21.20225232,21.11916054,21.7148384,22.4906401,26.0842177,26.25779942,..
Maldives,MDV,Forest area (% of land area),AG.LND.FRST.ZS,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,3.333333333,..
Maldives,MDV,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.66666667,26.66666667,30,30,26.33333365,26.33333365,26.33333365,..
Mali,MLI,Forest area (% of land area),AG.LND.FRST.ZS,5.482752686,5.15903261,4.835312533,4.511592457,4.187872381,3.864152304,3.799408289,..
Mali,MLI,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.33032561,29.02744655,31.63441759,33.10304133,33.64312115,33.76605283,33.76605283,..
Malta,MLT,Forest area (% of land area),AG.LND.FRST.ZS,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,1.093749981,..
Malta,MLT,Agricultural land (% of land area),AG.LND.AGRI.ZS,40.625,34.375,28.125,29.0625006,32.28124976,31.96874857,32.43750036,..
Marshall Islands,MHL,Forest area (% of land area),AG.LND.FRST.ZS,..,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,70.22222413,..
Marshall Islands,MHL,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,66.66666667,66.66666667,72.22222222,72.22222222,63.88888889,63.88888889,..
Mauritania,MRT,Forest area (% of land area),AG.LND.FRST.ZS,0.402638983,0.355098477,0.30755797,0.259047249,0.234791889,0.217813137,0.214417386,..
Mauritania,MRT,Agricultural land (% of land area),AG.LND.AGRI.ZS,38.47482294,38.57572524,38.56602309,38.47967401,38.52818473,38.52818473,38.52818473,..
Mauritius,MUS,Forest area (% of land area),AG.LND.FRST.ZS,20.24630467,20.44334975,20.64039484,18.81773437,18.91625691,19.01477757,19.03448246,..
Mauritius,MUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.67980296,51.23152709,49.75369458,47.29064039,44.82758621,42.36453202,42.36453202,..
Mexico,MEX,Forest area (% of land area),AG.LND.FRST.ZS,35.88569665,35.39597212,34.90624759,34.50860362,34.20766995,33.97206718,33.92494583,..
Mexico,MEX,Agricultural land (% of land area),AG.LND.AGRI.ZS,54.09141182,54.62846267,54.6979089,54.82136886,54.84451761,54.90264667,54.64955374,..
"Micronesia, Fed. Sts.",FSM,Forest area (% of land area),AG.LND.FRST.ZS,..,91.02857317,91.2285723,91.41428811,91.61428179,91.81428092,91.85714722,..
"Micronesia, Fed. Sts.",FSM,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,32.14285714,32.14285714,32.14285714,31.42857143,31.42857143,31.42857143,..
Moldova,MDA,Forest area (% of land area),AG.LND.FRST.ZS,9.704898083,9.76313392,9.854014599,11.0367893,11.75038052,12.43917275,12.57525102,..
Moldova,MDA,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,77.61919223,77.37226277,75.9805412,75.03805175,74.78406029,74.21708726,..
Monaco,MCO,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..
Monaco,MCO,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
Mongolia,MNG,Forest area (% of land area),AG.LND.FRST.ZS,8.069208785,7.805620639,7.542032493,7.278766189,8.393110144,8.080022532,8.017404884,..
Mongolia,MNG,Agricultural land (% of land area),AG.LND.AGRI.ZS,80.88261799,76.25646901,83.98130745,73.02543734,73.1146528,72.67405186,71.48884055,..
Montenegro,MNE,Forest area (% of land area),AG.LND.FRST.ZS,46.54275093,46.54275093,46.54275093,46.54275093,61.48698885,61.48698885,61.48698885,..
Montenegro,MNE,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,38.0669145,17.20446051,18.95910781,..
Morocco,MAR,Forest area (% of land area),AG.LND.FRST.ZS,11.10015685,11.14384943,11.18754201,12.1017253,12.70894017,12.61931436,12.6013892,..
Morocco,MAR,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.98790052,68.89760251,68.68025991,67.19471208,67.19314538,68.54470087,68.54470087,..
Mozambique,MOZ,Forest area (% of land area),AG.LND.FRST.ZS,55.16162669,53.76917012,52.37671355,50.96645388,49.55873751,48.24639487,47.98392833,..
Mozambique,MOZ,Agricultural land (% of land area),AG.LND.AGRI.ZS,60.6322643,60.88659427,61.22993972,62.62875455,63.51890943,63.51890943,63.51890943,..
Myanmar,MMR,Forest area (% of land area),AG.LND.FRST.ZS,60.00856872,56.68053983,53.35251094,50.999449,48.63760218,44.4677528,43.63110126,..
Myanmar,MMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,15.95617713,15.98983995,16.54374637,17.2385821,19.17460123,19.52134501,19.53818828,..
Namibia,NAM,Forest area (% of land area),AG.LND.FRST.ZS,10.6426654,10.19932223,9.75597906,9.305348055,8.85471705,8.404086045,8.313959607,..
Namibia,NAM,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.96036634,47.15227927,47.15227927,47.15227927,47.13891824,47.13891824,47.13891824,..
Nauru,NRU,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,..
Nauru,NRU,Agricultural land (% of land area),AG.LND.AGRI.ZS,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,20.0000003,..
Nepal,NPL,Forest area (% of land area),AG.LND.FRST.ZS,33.68531469,30.47902098,27.20613882,25.3644925,25.3644925,25.3644925,25.3644925,..
Nepal,NPL,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.9818175,29.31328535,29.64143772,29.3128706,28.78269969,28.74782002,28.74782002,..
Netherlands,NLD,Forest area (% of land area),AG.LND.FRST.ZS,10.21919431,10.44135071,10.66350711,10.81161137,11.05840498,11.16058178,11.1783914,..
Netherlands,NLD,Agricultural land (% of land area),AG.LND.AGRI.ZS,59.41943128,58.17535545,57.93838863,57.39632557,55.5084509,54.52656575,53.30958741,..
New Caledonia,NCL,Forest area (% of land area),AG.LND.FRST.ZS,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,45.89715536,..
New Caledonia,NCL,Agricultural land (% of land area),AG.LND.AGRI.ZS,12.69146608,12.74617068,13.40262582,12.58752769,10.86433294,10.07877492,10.07877492,..
New Zealand,NZL,Forest area (% of land area),AG.LND.FRST.ZS,36.67919942,37.59257149,38.50594356,38.67304698,38.55151722,38.55531503,38.55607533,..
New Zealand,NZL,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.45607839,56.87212791,58.53556644,44.47989062,43.32535794,41.16820478,40.45041966,..
Nicaragua,NIC,Forest area (% of land area),AG.LND.FRST.ZS,37.51038724,34.60196111,31.69353498,28.78510886,25.87668273,25.87668273,25.87668273,..
Nicaragua,NIC,Agricultural land (% of land area),AG.LND.AGRI.ZS,33.44690045,37.834469,42.7206249,44.09174007,41.76499917,42.08908094,42.08908094,..
Niger,NER,Forest area (% of land area),AG.LND.FRST.ZS,1.535485908,1.291939686,1.048393463,0.999447383,0.950501303,0.901555222,0.891765987,..
Niger,NER,Agricultural land (% of land area),AG.LND.AGRI.ZS,26.08905029,28.42030473,29.20975764,33.91884424,34.72171785,36.0637878,36.0637878,..
Nigeria,NGA,Forest area (% of land area),AG.LND.FRST.ZS,18.92245023,16.6732545,14.42405876,12.17541201,9.926765265,7.678118515,7.228389058,..
Nigeria,NGA,Agricultural land (% of land area),AG.LND.AGRI.ZS,67.6197064,75.10128792,78.28540685,79.82256772,76.85804319,77.73642083,77.73642083,..
North Macedonia,MKD,Forest area (% of land area),AG.LND.FRST.ZS,35.86315376,36.76759733,37.6720409,38.34054267,39.57176844,39.57176844,39.57176844,..
North Macedonia,MKD,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,50.60951632,48.56468738,48.28942194,44.36954798,50.03965107,50.15860428,..
Northern Mariana Islands,MNP,Forest area (% of land area),AG.LND.FRST.ZS,..,71.28261069,69.47825888,67.69565085,65.91304281,64.13043478,63.78260903,..
Northern Mariana Islands,MNP,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,8.695652174,6.52173913,6.52173913,6.52173913,6.52173913,6.52173913,..
Norway,NOR,Forest area (% of land area),AG.LND.FRST.ZS,33.21615282,33.1901428,33.16413279,33.10663698,33.13401594,33.1723823,33.1778599,..
Norway,NOR,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.672186379,3.085608657,2.852887507,2.836460132,2.754049532,2.700569279,2.694078329,..
Oman,OMN,Forest area (% of land area),AG.LND.FRST.ZS,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,0.006462036,..
Oman,OMN,Agricultural land (% of land area),AG.LND.AGRI.ZS,3.489499192,3.460420032,3.789983845,4.733441034,4.663004689,4.633279483,4.639741519,..
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,3.278071814,3.011493358,2.744914902,2.467310087,2.188408053,1.909506019,1.853725612,..
Pakistan,PAK,Agricultural land (% of land area),AG.LND.AGRI.ZS,45.66988377,46.73360315,47.60533416,46.65447281,45.71658364,46.96191366,47.7947281,..
Palau,PLW,Forest area (% of land area),AG.LND.FRST.ZS,..,84.49999768,86.06521772,87.60869399,87.60869399,87.60869399,87.60869399,..
Palau,PLW,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,10.86956522,..
Panama,PAN,Forest area (% of land area),AG.LND.FRST.ZS,67.79661017,66.6330374,65.46946462,64.32606941,63.20957762,62.10653753,61.88593083,..
Panama,PAN,Agricultural land (% of land area),AG.LND.AGRI.ZS,28.57142857,28.67904224,29.99730966,29.99730966,30.48681588,30.36050578,30.36050578,..
Papua New Guinea,PNG,Forest area (% of land area),AG.LND.FRST.ZS,74.25473656,74.22492603,74.19511549,74.16420086,74.13549441,74.10457978,74.09839513,..
Papua New Guinea,PNG,Agricultural land (% of land area),AG.LND.AGRI.ZS,1.936580842,2.062447556,2.219228901,2.2744336,2.627743674,2.627743674,2.627743674,..
Paraguay,PRY,Forest area (% of land area),AG.LND.FRST.ZS,53.25195067,51.0005034,48.74905613,46.50138434,42.66297508,38.56783287,37.74880345,..
Paraguay,PRY,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.18902592,41.42461616,51.15781525,50.18877423,53.43569091,55.08431915,55.08431915,..
Peru,PER,Forest area (% of land area),AG.LND.FRST.ZS,60.87578125,60.1828125,59.48984375,59.00625,58.44609375,57.79140625,57.66046753,..
Peru,PER,Agricultural land (% of land area),AG.LND.AGRI.ZS,17.059375,17.10078125,18.065625,18.153125,18.76796875,18.2296875,18.50546875,..
Philippines,PHL,Forest area (% of land area),AG.LND.FRST.ZS,21.98410303,22.77559781,23.5670926,23.7247208,22.93993359,26.96448335,27.7693933,..
Philippines,PHL,Agricultural land (% of land area),AG.LND.AGRI.ZS,37.36123688,36.94201295,37.67649328,38.08230204,40.58087668,41.72116578,41.72116578,..
Poland,POL,Forest area (% of land area),AG.LND.FRST.ZS,28.99539652,29.28597081,29.5765451,30.03297098,30.45905707,30.81420033,30.88343903,..
Poland,POL,Agricultural land (% of land area),AG.LND.AGRI.ZS,61.356884,60.79858957,60.11622972,51.92439526,47.17578686,46.9349097,46.94470753,..
Portugal,PRT,Forest area (% of land area),AG.LND.FRST.ZS,37.55191257,37.04371585,36.53551913,36.03367224,35.36412272,34.73586931,34.61142383,..
Portugal,PRT,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.31147541,42.8852459,43.2391244,41.80091865,39.89704031,40.33465264,39.4529404,..
Puerto Rico,PRI,Forest area (% of land area),AG.LND.FRST.ZS,32.35625705,41.55016773,50.74295336,52.18376495,54.04847843,55.91319191,56.28635961,..
Puerto Rico,PRI,Agricultural land (% of land area),AG.LND.AGRI.ZS,49.04171364,34.83652762,27.86922175,22.66065389,21.83765467,22.28861296,22.28861296,..
Qatar,QAT,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,..
Qatar,QAT,Agricultural land (% of land area),AG.LND.AGRI.ZS,5.254091301,5.598621878,5.684754522,5.529715499,5.727820844,5.839793545,5.770887166,..
Romania,ROU,Forest area (% of land area),AG.LND.FRST.ZS,27.77850447,27.75066452,27.7132036,27.78937299,28.31993045,29.82006259,30.12082839,..
Romania,ROU,Agricultural land (% of land area),AG.LND.AGRI.ZS,64.39502943,64.47775502,64.67720169,61.65753544,61.53444903,60.23122392,58.76651599,..
Russian Federation,RUS,Forest area (% of land area),AG.LND.FRST.ZS,49.35646539,49.40105111,49.40184991,49.37248915,49.77359074,49.76106545,49.75856192,..
Russian Federation,RUS,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,13.21253995,13.25666887,13.16615989,13.06427907,13.29447034,13.29447034,..
Rwanda,RWA,Forest area (% of land area),AG.LND.FRST.ZS,12.89014998,13.4171058,13.94406161,15.60599919,18.07863802,19.45683016,19.73246809,..
Rwanda,RWA,Agricultural land (% of land area),AG.LND.AGRI.ZS,76.16538306,60.1945683,67.69355493,72.26996451,73.12201232,73.43737135,73.43737135,..
Samoa,WSM,Forest area (% of land area),AG.LND.FRST.ZS,45.93639576,53.18021201,60.42402827,60.42402827,60.42402827,60.42402827,60.42402827,..
Samoa,WSM,Agricultural land (% of land area),AG.LND.AGRI.ZS,19.08127208,18.02120141,16.96113074,14.8409894,12.36749117,12.36749117,12.36749117,..
San Marino,SMR,Forest area (% of land area),AG.LND.FRST.ZS,0,0,0,0,0,0,0,..
San Marino,SMR,Agricultural land (% of land area),AG.LND.AGRI.ZS,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,16.66666667,..
Sao Tome and Principe,STP,Forest area (% of land area),AG.LND.FRST.ZS,58.33333333,58.33333333,58.33333333,58.33333333,55.83333174,55.83333174,55.83333174,..
Sao Tome and Principe,STP,Agricultural land (% of land area),AG.LND.AGRI.ZS,43.75,46.875,51.04166667,51.04166667,50.52083333,50.72916746,50.72916746,..
Saudi Arabia,SAU,Forest area (% of land area),AG.LND.FRST.ZS,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,0.454484135,..
Saudi Arabia,SAU,Agricultural land (% of land area),AG.LND.AGRI.ZS,57.44130549,67.35157162,80.84188883,80.81025636,80.66558434,80.77230031,80.76466839,..
Senegal,SEN,Forest area (% of land area),AG.LND.FRST.ZS,48.55347219,47.38482314,46.2161741,45.04752506,44.00872591,42.96992676,42.76216694,..
Senegal,SEN,Agricultural land (% of land area),AG.LND.AGRI.ZS,46.06554823,45.78507246,46.88619955,45.58250662,49.12481172,46.06035423,46.06035423,..
Serbia,SRB,Forest area (% of land area),AG.LND.FRST.ZS,28.31008461,28.31008461,28.31008461,28.31008461,31.01989481,31.0999314,31.1159376,..
Serbia,SRB,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,40.26526524,39.65812943,39.33226618,..
Seychelles,SYC,Forest area (% of land area),AG.LND.FRST.ZS,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,88.4130395,..
Seychelles,SYC,Agricultural land (% of land area),AG.LND.AGRI.ZS,8.695652174,8.695652174,8.695652174,8.695652174,5.217391512,3.369565114,3.369565114,..
Sierra Leone,SLE,Forest area (% of land area),AG.LND.FRST.ZS,43.19756165,41.83984483,40.48212801,39.12441119,37.76669438,42.17234691,43.05347877,..
Sierra Leone,SLE,Agricultural land (% of land area),AG.LND.AGRI.ZS,39.13826545,38.93045165,38.93045165,52.81269077,54.45247829,54.71044611,54.71044611,..
Singapore,SGP,Forest area (% of land area),AG.LND.FRST.ZS,24.40298564,24.40298564,24.40298564,23.73004357,23.29059985,23.06064884,23.06064884,..
Singapore,SGP,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.985074627,1.791044847,1.791044847,1.103047857,1.054131114,0.930888592,0.930888592,..
Sint Maarten (Dutch part),SXM,Forest area (% of land area),AG.LND.FRST.ZS,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Forest area (% of land area),AG.LND.FRST.ZS,39.95841996,39.94802495,39.93762994,40.16632017,40.31939366,40.34773764,40.35357636,..
Slovak Republic,SVK,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,50.85239085,50.72765073,40.35343035,40.43791794,39.27873006,39.22628952,..
Slovenia,SVN,Forest area (% of land area),AG.LND.FRST.ZS,58.98709037,60.10427011,61.22144985,61.71797418,61.89752921,61.95823746,61.97001199,..
Slovenia,SVN,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,26.71300894,25.71996028,25.27308838,30.96663325,30.60627661,30.65633976,..
Solomon Islands,SLB,Forest area (% of land area),AG.LND.FRST.ZS,83.02965345,82.02929618,81.02893891,80.06430868,79.06395141,78.06359414,77.8635192,..
Solomon Islands,SLB,Agricultural land (% of land area),AG.LND.AGRI.ZS,2.429439085,2.608074312,2.715255448,3.179707038,3.822793855,3.8585209,3.8585209,..
Somalia,SOM,Forest area (% of land area),AG.LND.FRST.ZS,13.20177256,12.59046131,11.97915006,11.3670418,10.75493353,10.14282526,10.02040392,..
Somalia,SOM,Agricultural land (% of land area),AG.LND.AGRI.ZS,70.2043549,70.22667134,70.24420569,70.7383556,70.34144164,70.33665955,70.33665955,..
South Africa,ZAF,Forest area (% of land area),AG.LND.FRST.ZS,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,7.617736524,..
